url,name,hybridizer,year,scape_height,bloom_size,bloom_season,ploidy,foliage_type,bloom_habit,bud_count,branches,seedling_num,color_description,parentage,image_url,fragrance,form,awards,sculpting,notes,rebloom,Region,primary_hybridizer,City,State,Country,parents
https://daylilydatabase.org/detail.php?id=158016&name=Amy Mack,Amy Mack,Mahieu-Burris,2007.0,42.0,8.0,Midseason,Diploid,Dormant,,18.0,3.0,MB-7,creamy melon pink polychrome with creamy lemon watermark above lemon chartreuse throat,(((Mont Blanc × Erin Farmer) × (Orchid Corsage × Just for Laughs)) × Heavenly Curls),https://daylilydatabase.org/AHSPhoto/A/Amy_Mack.jpg,Fragrant,Unusual FormSpatulate,None,,,0,10.0,Brian Mahieu and David Burris,Murray,KY,United States,"Just for Laughs,Orchid Corsage,Heavenly Curls,Erin Farmer,Mont Blanc"
https://daylilydatabase.org/detail.php?id=147497&name=Thorhalla,Thorhalla,Mahieu,2003.0,40.0,7.0,Midseason-Late,Diploid,Dormant,,54.0,9.0,MAH-D98-707B,clear medium violet with violet purple eye above neon lemon lime throat,((Orchid Corsage × H. citrina) × Grapeade),https://daylilydatabase.org/AHSPhoto/T/Thorhalla.jpg,Very Fragrant,Unusual FormCrispate,None,,,1,11.0,Brian Mahieu,Fulton,MO,United States,"Orchid Corsage,Grapeade,citrina"
https://daylilydatabase.org/detail.php?id=158022&name=Thorhall the Hunter,Thorhall the Hunter,Mahieu-Burris,2007.0,58.0,7.0,Midseason-Late,Diploid,Dormant,,26.0,5.0,MB-15,grayed lavender pink blended bitone with slightly darker lavender brushed chevron band above lemon throat,(((Trahlyta × Lola Branham) × (Purple Oddity × H. citrina)) × (Tetrina's Grandson × Emperor Butterfly)),https://daylilydatabase.org/AHSPhoto/T/Thorhall_The_Hunter.jpg,Very Fragrant,Unusual FormCascade,None,,,0,10.0,Brian Mahieu and David Burris,Murray,KY,United States,"Tetrina's Grandson,Emperor Butterfly,Purple Oddity,Lola Branham,Trahlyta,citrina"
https://daylilydatabase.org/detail.php?id=148243&name=Whitacre's Gift,Whitacre's Gift,Mahieu,2003.0,32.0,8.5,Midseason,Diploid,Semi-Evergreen,,24.0,4.0,MahieuD96-104B,purple violet with cream edge above lime green throat,(Prague Spring × (Serpent's Tooth × Satyr)),https://daylilydatabase.org/AHSPhoto/W/Whitacre's_Gift.jpg,Fragrant,Unusual FormCrispate,None,,,0,11.0,Brian Mahieu,Fulton,MO,United States,"Serpent's Tooth,Prague Spring,Satyr"
https://daylilydatabase.org/detail.php?id=161180&name=Swan Maiden,Swan Maiden,Mahieu-Burris,2009.0,44.0,8.0,Midseason-Late,Diploid,Dormant,,24.0,3.0,MB-47,mother of pearl with a faint pink blush blend above palest lemon throat,(sdlg × sdlg),https://daylilydatabase.org/AHSPhoto/S/Swan_Maiden.jpg,Fragrant,Unusual FormCascade,None,,,0,10.0,Brian Mahieu and David Burris,Murray,KY,United States,
https://daylilydatabase.org/detail.php?id=147509&name=Tangerine Ibis,Tangerine Ibis,Mahieu,2003.0,54.0,7.0,Midseason,Diploid,Dormant,Diurnal,24.0,4.0,MAH-D00-97H,glowing melon orange with deep melon rose eye above glowing cadmium yellow orange throat,((Capulina × sdlg) × (Night Gown × Garden Portrait)),https://daylilydatabase.org/AHSPhoto/T/Tangerine_Ibis.jpg,Fragrant,,None,,,0,11.0,Brian Mahieu,Fulton,MO,United States,"Garden Portrait,Night Gown,Capulina"
https://daylilydatabase.org/detail.php?id=161177&name=Valkyries' Flight,Valkyries' Flight,Mahieu-Burris,2009.0,54.0,10.0,Midseason,Diploid,Dormant,,24.0,4.0,MB-45,smoky red violet blended bitone above chartreuse throat,(Thorhalla × (Prague Spring × (Serpent's Tooth × Satyr))),https://daylilydatabase.org/AHSPhoto/V/Valkyries'_Flight.jpg,Fragrant,Unusual FormSpatulate,None,,,0,10.0,Brian Mahieu and David Burris,Murray,KY,United States,"Serpent's Tooth,Prague Spring,Thorhalla,Satyr"
https://daylilydatabase.org/detail.php?id=184597&name=Undeniably Brian,Undeniably Brian,Mahieu-McGinniss,2017.0,39.0,7.0,Midseason,Diploid,Semi-Evergreen,Diurnal,16.0,3.0,D2004-223A,"Soft pink, fades whiter in sun, open form.",(sdlg × sdlg),https://daylilydatabase.org/AHSPhoto/U/UndeniablyBrian_1506116285.JPG_1504702091,Fragrant,,None,,,0,11.0,Brian Mahieu,Fulton,MO,United States,
https://daylilydatabase.org/detail.php?id=46397&name=Attack Lizard,Attack Lizard,Mahieu,2001.0,40.0,7.5,Early-Midseason,Diploid,Dormant,Diurnal,30.0,5.0,D97-382A,warm dark pink with darker veins and rose purple chevrons above dark green throat,(Rosy Lights × Wilson Spider),https://daylilydatabase.org/AHSPhoto/A/Attack_Lizard.jpg,Unknown,Unusual FormCrispate-Spatulate,None,,,0,11.0,Brian Mahieu,Fulton,MO,United States,"Wilson Spider,Rosy Lights"
https://daylilydatabase.org/detail.php?id=148158&name=Violet Cockatoo,Violet Cockatoo,Mahieu,2003.0,48.0,6.5,Late,Diploid,Semi-Evergreen,Extended,36.0,5.0,Mah-D97-381C,deep violet pink bitone with purple blue chevron band above neon lemon to lime throat,(Rosy Lights × Satin Bird),https://daylilydatabase.org/AHSPhoto/V/Violet_Cockatoo.jpg,Fragrant,,None,,,1,11.0,Brian Mahieu,Fulton,MO,United States,"Rosy Lights,Satin Bird"
https://daylilydatabase.org/detail.php?id=155277&name=Iroquois Chief,Iroquois Chief,Mahieu-Burris,2006.0,41.0,5.5,Midseason,Diploid,Dormant,Nocturnal,32.0,4.0,98-472L,deep violet with darker purple veining and band above lemon lime throat,(Clairvoyant Lady × Belladonna Starfish),https://daylilydatabase.org/AHSPhoto/I/Iroquois_Chief.jpg,Unknown,Unusual FormCrispate,None,,,0,10.0,Brian Mahieu and David Burris,Murray,KY,United States,"Belladonna Starfish,Clairvoyant Lady"
https://daylilydatabase.org/detail.php?id=46091&name=Vincent Van Gogh,Vincent Van Gogh,Mahieu,2003.0,36.0,6.5,Midseason-Late,Diploid,Dormant,Diurnal,22.0,3.0,MAH 091902,lavender with purple eye and white edge above neon lemon lime throat,(Patterns × Ethereal Presence),https://daylilydatabase.org/AHSPhoto/V/Vincent_Van_Gogh.jpg,Unknown,Unusual FormSpatulate,None,,,1,11.0,Brian Mahieu,Fulton,MO,United States,"Ethereal Presence,Patterns"
https://daylilydatabase.org/detail.php?id=157967&name=Tunguska Event,Tunguska Event,Mahieu-Burris,2007.0,44.0,7.25,Midseason-Late,Diploid,Dormant,,25.0,4.0,MB-40,deep cordovan black with black halo above neon lemon chartreuse throat,((sdlg × (Serpent's Tooth × Satyr)) × (Satchmo × Blue Venture)),https://daylilydatabase.org/AHSPhoto/T/Tunguska_Event.jpg,Fragrant,Unusual FormCrispate,None,,,0,10.0,Brian Mahieu and David Burris,Murray,KY,United States,"Serpent's Tooth,Blue Venture,Satchmo,Satyr"
https://daylilydatabase.org/detail.php?id=147511&name=Aniakchak,Aniakchak,Mahieu,2003.0,46.0,7.0,Midseason,Diploid,Semi-Evergreen,,46.0,5.0,D96-26A,pale violet with darker veining and faint lavender halo above lemon to chartreuse throat,(Family Portrait × Loch Ness Monster),https://daylilydatabase.org/AHSPhoto/A/Aniakcha.jpg,Fragrant,Unusual FormCrispate,None,,,0,11.0,Brian Mahieu,Fulton,MO,United States,"Loch Ness Monster,Family Portrait"
https://daylilydatabase.org/detail.php?id=147513&name=Bagana,Bagana,Mahieu,2003.0,45.0,7.0,Midseason-Late,Diploid,Dormant,Diurnal,38.0,4.0,MAH-D-97-240E,medium orange with red chevron band above orange to chartreuse throat,(Divertissment × sdlg),https://daylilydatabase.org/AHSPhoto/B/Bagana.jpg,Unknown,Spider 5.00:1,None,,,1,11.0,Brian Mahieu,Fulton,MO,United States,Divertissment
https://daylilydatabase.org/detail.php?id=147514&name=Baitoushan,Baitoushan,Mahieu,2003.0,42.0,7.0,Midseason-Late,Diploid,Dormant,Diurnal,28.0,4.0,MAH-D97-238B,coppery orange with red and blue overtone band above cadmium yellow to apple green throat,(Divertissment × Jennie Love),https://daylilydatabase.org/AHSPhoto/B/Baitoushan.jpg,Unknown,Spider 4.00:1,None,,,0,11.0,Brian Mahieu,Fulton,MO,United States,"Divertissment,Jennie Love"
https://daylilydatabase.org/detail.php?id=163654&name=Yellow Ibis,Yellow Ibis,Mahieu-Burris,2010.0,70.0,9.0,Midseason-Late,Diploid,Dormant,Diurnal,24.0,4.0,MB-50,creamy lemon self above huge radiating chartreuse throat,((Family Portrait × (Rosea × Fellow)) × (Family Portrait × (Rosea × Fellow))),,Fragrant,Unusual FormCascade,None,,,0,10.0,Brian Mahieu and David Burris,Murray,KY,United States,"Family Portrait,Fellow"
https://daylilydatabase.org/detail.php?id=147483&name=Kilauea,Kilauea,Mahieu,2003.0,35.0,8.5,Midseason,Diploid,Semi-Evergreen,,18.0,3.0,MAH-D-98-562G,creamy lemon overlaid peach pink polychrome above gold starburst throat,(Golliwog × (Orchid Corsage × Just for Laughs)),https://daylilydatabase.org/AHSPhoto/K/Kilauea.jpg,Fragrant,Unusual FormCrispate,None,,,0,11.0,Brian Mahieu,Fulton,MO,United States,"Just for Laughs,Orchid Corsage,Golliwog"
https://daylilydatabase.org/detail.php?id=144224&name=William Mahieu,William Mahieu,Mahieu,2003.0,36.0,6.0,Midseason,Diploid,Semi-Evergreen,Diurnal,20.0,3.0,D97-371E,glowing brick red with velvety black eye above gold throat,(Quirky × sdlg),https://daylilydatabase.org/AHSPhoto/W/William_Mahieu.jpg,Unknown,Unusual FormCrispate,None,,,0,11.0,Brian Mahieu,Fulton,MO,United States,Quirky
https://daylilydatabase.org/detail.php?id=147504&name=Jungle Fowl,Jungle Fowl,Mahieu,2003.0,44.0,7.0,Midseason,Diploid,Dormant,,60.0,7.0,MAH-D97-345A,flesh pink with light purple chevron eye above lemon chartreuse throat,((Orchid Corsage × H. citrina) × Tennessee Flycatcher),https://daylilydatabase.org/AHSPhoto/J/jungle_fowl.jpg,Fragrant,Spider 4.40:1,None,,,1,11.0,Brian Mahieu,Fulton,MO,United States,"Tennessee Flycatcher,Orchid Corsage,citrina"
https://daylilydatabase.org/detail.php?id=147994&name=Akialoa,Akialoa,Mahieu,2003.0,48.0,8.0,Midseason,Diploid,Dormant,Diurnal,36.0,4.0,MAH-D97-272N,creamy lemon chartreuse above deep chartreuse throat,(Green Tarantula × Wilson Spider),https://daylilydatabase.org/AHSPhoto/A/Akialoa.jpg,Unknown,Unusual FormCrispate-Spatulate,None,,,1,11.0,Brian Mahieu,Fulton,MO,United States,"Green Tarantula,Wilson Spider"
https://daylilydatabase.org/detail.php?id=144218&name=Brazen Altar,Brazen Altar,Mahieu,2003.0,22.0,6.5,Midseason,Diploid,Dormant,Extended,22.0,3.0,D96-168D,bronzy maroon black overlay with lacquered copper halo above lacquered copper to chartreuse throat,(Trahlyta × Rigamarole),https://daylilydatabase.org/AHSPhoto/B/Brazen_Altar.jpg,Unknown,Unusual FormCrispate,None,,,1,11.0,Brian Mahieu,Fulton,MO,United States,"Rigamarole,Trahlyta"
https://daylilydatabase.org/detail.php?id=158018&name=Mavis Gwendolyn Carter,Mavis Gwendolyn Carter,Mahieu-Burris,2007.0,50.0,10.5,Midseason-Late,Diploid,Dormant,,24.0,5.0,MB-9,diamond dusted pink lavender creamy lemon polychrome above creamy chartreuse throat,((Nina Rebmen × Jennie Love) × (Will Return × Caldera)),https://daylilydatabase.org/AHSPhoto/M/Mavis_Gwendolyn_Carter.jpg,Unknown,Unusual FormCascadePolymerous 5%,None,,,0,10.0,Brian Mahieu and David Burris,Murray,KY,United States,"Nina Rebmen,Jennie Love,Will Return,Caldera"
https://daylilydatabase.org/detail.php?id=147516&name=Kahoolawe,Kahoolawe,Mahieu,2003.0,43.0,7.5,Midseason,Diploid,Dormant,,48.0,8.0,MAH-D98-562B,peachy lemon melon pink polychrome with cadmium rays from throat,(Golliwog × (Orchid Corsage × Just for Laughs)),https://daylilydatabase.org/AHSPhoto/K/Kahoolawe.jpg,Unknown,Unusual FormSpatulate,None,,,1,11.0,Brian Mahieu,Fulton,MO,United States,"Just for Laughs,Orchid Corsage,Golliwog"
https://daylilydatabase.org/detail.php?id=158027&name=Karangetang,Karangetang,Mahieu-Burris,2007.0,42.0,7.0,Midseason,Diploid,Dormant,,22.0,4.0,MB-23,tropical salmon flesh pink polychrome with rose pink band above golden olive throat,(((Trahlyta × Wenceslas Square) × Blue Venture) × (Wilson Spider × Purple Oddity)),https://daylilydatabase.org/AHSPhoto/K/Karangetang.jpg,Unknown,Unusual FormSpatulate,None,,,0,10.0,Brian Mahieu and David Burris,Murray,KY,United States,"Wenceslas Square,Wilson Spider,Purple Oddity,Blue Venture,Trahlyta"
https://daylilydatabase.org/detail.php?id=163662&name=Krakatoa Mist,Krakatoa Mist,Mahieu-Burris,2010.0,26.0,7.5,Early-Midseason,Diploid,Dormant,,24.0,4.0,MB-60,pastel melon self above apricot avacado throat,(sdlg × sdlg),,Fragrant,Unusual FormSpatulate,None,,,0,10.0,Brian Mahieu and David Burris,Murray,KY,United States,
https://daylilydatabase.org/detail.php?id=148040&name=Lavender Mantis,Lavender Mantis,Mahieu,2003.0,49.0,7.0,Midseason-Late,Diploid,Semi-Evergreen,,36.0,3.0,MAH-D-97-332-D,creamy lemon green lavender bicolor with fused pink and lavender overlay above lemon chartreuse throat,(Nellie's Curls × Cerulean Star),https://daylilydatabase.org/AHSPhoto/L/Lavender_Mantis.jpg,Unknown,Spider 4.40:1,None,,,1,11.0,Brian Mahieu,Fulton,MO,United States,"Nellie's Curls,Cerulean Star"
https://daylilydatabase.org/detail.php?id=147996&name=Iroquois Maiden,Iroquois Maiden,Mahieu,2003.0,46.0,6.0,Midseason,Diploid,Dormant,,36.0,5.0,MAH-D98-472H,glittering ivory with etched blue lavender eye above dark green throat,(Clairvoyant Lady × Belladonna Starfish),https://daylilydatabase.org/AHSPhoto/I/Iroquois_Maiden.jpg,Fragrant,,None,,,0,11.0,Brian Mahieu,Fulton,MO,United States,"Belladonna Starfish,Clairvoyant Lady"
https://daylilydatabase.org/detail.php?id=147521&name=Mahukona,Mahukona,Mahieu,2003.0,36.0,8.5,Midseason,Diploid,Dormant,,42.0,5.0,D98-562D,pink melon gold polychrome above gold to chartreuse throat,(Golliwog × (Orchid Corsage × Just for Laughs)),https://daylilydatabase.org/AHSPhoto/M/Mahukona.jpg,Unknown,Unusual FormSpatulate,None,,,0,11.0,Brian Mahieu,Fulton,MO,United States,"Just for Laughs,Orchid Corsage,Golliwog"
https://daylilydatabase.org/detail.php?id=148151&name=Lilywood Orchid Tones,Lilywood Orchid Tones,Mahieu,2003.0,35.0,4.5,Midseason-Late,Diploid,Dormant,,32.0,4.0,Mah-D97-349C,orchid pink with purple blue layered band and midribs above deep green throat,(Patterns × Elfin Etching),https://daylilydatabase.org/AHSPhoto/L/Lilywood_Orchid_Tones.jpg,Fragrant,,None,,,0,11.0,Brian Mahieu,Fulton,MO,United States,"Elfin Etching,Patterns"
https://daylilydatabase.org/detail.php?id=158031&name=Lost Gardens,Lost Gardens,Mahieu-Burris,2007.0,40.0,6.0,Midseason,Diploid,Dormant,,14.0,3.0,MB-27,silvery lavender lilac blend with gray blue watermark penciled lilac above creamy lemon to chartreuse throat,(((Katy's Blue × Cerulean Star) × (Flutterbye × (Cerulean Star × Loch Ness Monster))),https://daylilydatabase.org/AHSPhoto/L/Lost_Gardens.jpg,Unknown,Unusual FormCrispate,None,,,0,10.0,Brian Mahieu and David Burris,Murray,KY,United States,"Loch Ness Monster,Cerulean Star,Katy's Blue,Flutterbye"
https://daylilydatabase.org/detail.php?id=158019&name=Stewart Peden Smith,Stewart Peden Smith,Mahieu-Burris,2007.0,44.0,7.5,Early,Diploid,Dormant,,20.0,3.0,MB-10,icy green white self above creamy lemon to apple green throat,((Golliwog × (H. citrina × Lola Branham)) × (Aquamarine × Tennessee Flycatcher)),https://daylilydatabase.org/AHSPhoto/S/Stewart_Peden_Smith.jpg,Unknown,Unusual FormCascade,None,,,0,10.0,Brian Mahieu and David Burris,Murray,KY,United States,"Tennessee Flycatcher,Lola Branham,Aquamarine,Golliwog,citrina"
https://daylilydatabase.org/detail.php?id=147510&name=Tanimbar Cockatoo,Tanimbar Cockatoo,Mahieu,2003.0,38.0,8.0,Midseason,Diploid,Semi-Evergreen,,25.0,4.0,MAH-D97-382D,creamy lemon with a peach pink blush above neon lime green throat,(Rosy Lights × Wilson Spider),https://daylilydatabase.org/AHSPhoto/T/Tanimbar_Cockatoo.jpg,Unknown,Unusual FormCrispate,None,,,0,11.0,Brian Mahieu,Fulton,MO,United States,"Wilson Spider,Rosy Lights"
https://daylilydatabase.org/detail.php?id=158033&name=Svenska,Svenska,Mahieu-Burris,2007.0,50.0,5.0,Early,Diploid,Dormant,,48.0,5.0,MB-29,creamy lemon self above lemon to chartreuse throat,(((H. citrina × Trahlyta) × (H. citrina × Lola Branham)) × Clairvoyant Lady),https://daylilydatabase.org/AHSPhoto/S/Svenska.jpg,Fragrant,,None,,,0,10.0,Brian Mahieu and David Burris,Murray,KY,United States,"Clairvoyant Lady,Lola Branham,Trahlyta,citrina"
https://daylilydatabase.org/detail.php?id=148047&name=Swamp Apparition,Swamp Apparition,Mahieu,2003.0,51.0,6.5,Midseason-Late,Diploid,Dormant,,43.0,4.0,MAH-D96-22F,pastel creamy pink lavender polychrome bicolor above lemon to chartreuse throat,(Family Portrait × Loch Ness Monster),https://daylilydatabase.org/AHSPhoto/S/Swamp_Apparition.jpg,Fragrant,,None,,,0,11.0,Brian Mahieu,Fulton,MO,United States,"Loch Ness Monster,Family Portrait"
https://daylilydatabase.org/detail.php?id=144217&name=Seneca Maiden,Seneca Maiden,Mahieu,2001.0,40.0,7.0,Early-Midseason,Diploid,Dormant,Extended,,,MAHD98-472M,pink lavender with darker veins and blue violet eye above chartreuse throat,(Clairvoyant Lady × Belladonna Starfish),https://daylilydatabase.org/AHSPhoto/S/Seneca_Maiden.jpg,Fragrant,Unusual FormSpatulate,None,,,1,11.0,Brian Mahieu,Fulton,MO,United States,"Belladonna Starfish,Clairvoyant Lady"
https://daylilydatabase.org/detail.php?id=141801&name=Way to Santa Fe,Way to Santa Fe,Mahieu,2001.0,44.0,7.0,Midseason,Diploid,Dormant,Diurnal,,,MAH-D96-09A,velvety red with purple overlay and ruffled cream gold watermark and picotee above green throat,(Capulina × Loch Ness Monster),https://daylilydatabase.org/AHSPhoto/W/way_to_santa_fe.jpg,Fragrant,Spider 5.00:1,None,,,0,11.0,Brian Mahieu,Fulton,MO,United States,"Loch Ness Monster,Capulina"
https://daylilydatabase.org/detail.php?id=147531&name=Volcan Fuego,Volcan Fuego,Mahieu,2003.0,48.0,4.0,Late,Diploid,Dormant,,54.0,5.0,MAH-D97-278A,intense glowing orange flecked scarlet reverse bitone above neon orange throat,(H. hakuunensis × Burning Daylight),https://daylilydatabase.org/AHSPhoto/V/Volcan_Fuego.jpg,Fragrant,,None,,,0,11.0,Brian Mahieu,Fulton,MO,United States,Burning Daylight
https://daylilydatabase.org/detail.php?id=158026&name=Yang,Yang,Mahieu-Burris,2007.0,42.0,7.5,Midseason,Diploid,Dormant,,42.0,5.0,MB-22,deep rose lavender blend with huge lemon watermark above creamy lemon to lime green throat,((Prague Spring × Capulina) × (Satchmo × Lola Branham)),https://daylilydatabase.org/AHSPhoto/Y/Yang.jpg,Unknown,Unusual FormCascade,None,,,0,10.0,Brian Mahieu and David Burris,Murray,KY,United States,"Prague Spring,Lola Branham,Capulina,Satchmo"
https://daylilydatabase.org/detail.php?id=158025&name=Yin,Yin,Mahieu-Burris,2007.0,42.0,7.0,Midseason,Diploid,Dormant,,40.0,5.0,MB-21,velvety black red blend with cream wire picotee above gold to green throat,((Prague Spring × Capulina) × (Satchmo × Lola Branham)),https://daylilydatabase.org/AHSPhoto/Y/Yin.jpg,Unknown,Spider 4.00:1,None,,,0,10.0,Brian Mahieu and David Burris,Murray,KY,United States,"Prague Spring,Lola Branham,Capulina,Satchmo"
https://daylilydatabase.org/detail.php?id=148159&name=Winged Being,Winged Being,Mahieu,2003.0,47.0,7.0,Midseason,Diploid,Dormant,,41.0,5.0,Mah-D96-43A,cream pink to ivory blend with lilac eye above intense lime green throat,(H. citrina × John's Heritage),https://daylilydatabase.org/AHSPhoto/W/Winged_Being.jpg,Unknown,Unusual FormCrispate,None,,,0,11.0,Brian Mahieu,Fulton,MO,United States,"John's Heritage,citrina"
https://daylilydatabase.org/detail.php?id=147498&name=Thorvard,Thorvard,Mahieu,2003.0,42.0,8.0,Midseason-Late,Diploid,Semi-Evergreen,,15.0,3.0,MAH-D98-453A,rich violet maroon with blue overlay above neon lime green throat,(Carolicolossal × Ethel Ruthrauff),https://daylilydatabase.org/AHSPhoto/T/thorvard.jpg,Unknown,Unusual FormCascade,None,,,0,11.0,Brian Mahieu,Fulton,MO,United States,"Ethel Ruthrauff,Carolicolossal"
https://daylilydatabase.org/detail.php?id=157964&name=Orchid Canopy,Orchid Canopy,Mahieu-Burris,2007.0,36.0,6.0,Midseason,Diploid,Dormant,,22.0,5.0,MB-37,violet lavender cream blended bicolor above creamy lemon to kiwi green throat,((Purple Oddity × H. citrina) × (Katy's Blue × Satin Bird)),https://daylilydatabase.org/AHSPhoto/O/Orchid_Canopy.jpg,Very Fragrant,,None,,,0,10.0,Brian Mahieu and David Burris,Murray,KY,United States,"Purple Oddity,Katy's Blue,Satin Bird,citrina"
https://daylilydatabase.org/detail.php?id=148043&name=Orchid Forest,Orchid Forest,Mahieu,2003.0,45.0,7.0,Midseason-Late,Diploid,Dormant,,34.0,4.0,MAH-D97-377C,diamond dusted violet with purplish lavender watermark and purple chevron band above chartreuse throat,(Radiant Moonbeam × Satin Bird),https://daylilydatabase.org/AHSPhoto/O/Orchid_Forest.jpg,Unknown,Unusual FormCrispate,None,,,0,11.0,Brian Mahieu,Fulton,MO,United States,"Radiant Moonbeam,Satin Bird"
https://daylilydatabase.org/detail.php?id=157962&name=Orchid Night,Orchid Night,Mahieu-Burris,2007.0,36.0,7.5,Midseason,Diploid,Dormant,,30.0,5.0,MB-35,violet purple blend with etched watermark above lemon to lime throat,(((Aquamarine × Elfin Etching) × (Flutterbye × (Cerulean Star × Loch Ness Monster))),https://daylilydatabase.org/AHSPhoto/O/Orchid_Night.jpg,Fragrant,,None,,,1,10.0,Brian Mahieu and David Burris,Murray,KY,United States,"Loch Ness Monster,Elfin Etching,Cerulean Star,Aquamarine,Flutterbye"
https://daylilydatabase.org/detail.php?id=147484&name=Nyiragongo,Nyiragongo,Mahieu,2003.0,40.0,7.25,Midseason,Diploid,Dormant,,31.0,5.0,MAH-D97-211A,glowing red with black overlay above molten orange throat,(Brown Recluse × sdlg),https://daylilydatabase.org/AHSPhoto/N/Nyiragongo.jpg,Unknown,Spider 7.50:1,None,,,0,11.0,Brian Mahieu,Fulton,MO,United States,Brown Recluse
https://daylilydatabase.org/detail.php?id=158028&name=Other Worlds,Other Worlds,Mahieu-Burris,2007.0,32.0,7.5,Midseason,Diploid,Dormant,,18.0,3.0,MB-24,oyster shell gray lavender bicolor with huge lemon yellow watermark above lemon chartreuse throat,((Roseate Spoonbill × (sdlg × Trahlyta)) × (Princely Banner × (Trahlyta × Maude Peacock))),https://daylilydatabase.org/AHSPhoto/O/Other_Worlds.jpg,Unknown,Unusual FormSpatulate,None,,,0,10.0,Brian Mahieu and David Burris,Murray,KY,United States,"Roseate Spoonbill,Princely Banner,Maude Peacock,Trahlyta"
https://daylilydatabase.org/detail.php?id=141804&name=Moonlit Clouds,Moonlit Clouds,Mahieu,2001.0,40.0,6.5,Early-Midseason,Diploid,Dormant,Diurnal,15.0,3.0,MAH-D97-377A,pale lilac lavender blend with whitish lemon watermark above pale apple green throat,(Radiant Moonbeam × Satin Bird),https://daylilydatabase.org/AHSPhoto/M/moonlit_clouds.jpg,Unknown,,None,,,0,11.0,Brian Mahieu,Fulton,MO,United States,"Radiant Moonbeam,Satin Bird"
https://daylilydatabase.org/detail.php?id=158034&name=Nefertari,Nefertari,Mahieu-Burris,2007.0,32.0,7.0,Midseason,Diploid,Dormant,,18.0,4.0,MB-13,saturated sunfast violet purple with light lavender blue watermark with penciled edge above lemon to chartreuse throat,(Trahlyta × John's Heritage),https://daylilydatabase.org/AHSPhoto/N/Nefertari.jpg,Unknown,Unusual FormCrispate,None,,,1,10.0,Brian Mahieu and David Burris,Murray,KY,United States,"John's Heritage,Trahlyta"
https://daylilydatabase.org/detail.php?id=158017&name=Rognvaldursson,Rognvaldursson,Mahieu-Burris,2007.0,,8.5,Midseason-Late,Diploid,Dormant,,30.0,5.0,MB-8,violet purple blend with deep purple chevron band above lemon throat,(Rognvaldur × Clairvoyant Lady),https://daylilydatabase.org/AHSPhoto/R/Rognvaldursson.jpg,Unknown,Unusual FormCascade,None,,,0,10.0,Brian Mahieu and David Burris,Murray,KY,United States,"Clairvoyant Lady,Rognvaldur"
https://daylilydatabase.org/detail.php?id=147492&name=Rognvaldur,Rognvaldur,Mahieu,2003.0,70.0,6.5,Midseason-Late,Diploid,Dormant,,24.0,3.0,D98-584K,smoky violet with purple chevron band above creamy lemon to lime green throat,((H. citrina × Rosy Lights) × Persian Pattern),https://daylilydatabase.org/AHSPhoto/R/Rognvaldur.jpg,Very Fragrant,,None,,,0,11.0,Brian Mahieu,Fulton,MO,United States,"Persian Pattern,Rosy Lights,citrina"
https://daylilydatabase.org/detail.php?id=170077&name=Scandinavian Moonrise,Scandinavian Moonrise,Mahieu-Burris,2012.0,20.0,7.5,Midseason,Diploid,Dormant,,20.0,3.0,MB-58,pale lavender violet,((Purple Oddity × (Orchid Corsage × H. citrina)) × (Radiant Moonbeam × Satin Bird)),https://daylilydatabase.org/AHSPhoto/S/Scandinavian_Moonrise.jpg,Unknown,Unusual FormSpatulate,None,,,0,10.0,Brian Mahieu and David Burris,Murray,KY,United States,"Radiant Moonbeam,Orchid Corsage,Purple Oddity,Satin Bird,citrina"
https://daylilydatabase.org/detail.php?id=156584&name=Praying Mantis,Praying Mantis,Mahieu-Burris,2007.0,48.0,8.0,Midseason,Diploid,Dormant,,22.0,4.0,MB-30,taupe violet blend with purple chevron band above deep chartreuse throat,((sdlg × Rozavel) × (Navajo Princess × Belladonna Starfish)),https://daylilydatabase.org/AHSPhoto/P/Praying_Mantis.jpg,Unknown,Unusual FormCrispate,None,,,0,10.0,Brian Mahieu and David Burris,Murray,KY,United States,"Belladonna Starfish,Navajo Princess,Rozavel"
https://daylilydatabase.org/detail.php?id=158038&name=Protostar,Protostar,Mahieu-Burris,2007.0,40.0,6.0,Midseason,Diploid,Semi-Evergreen,,20.0,3.0,MB-31,purple black with blackish purple band above lemon chartreuse throat,(((Capulina × Katy's Blue) × (Emerald Eye × (Orchid Corsage × H. citrina))),https://daylilydatabase.org/AHSPhoto/P/Protostar.jpg,Fragrant,,None,,,0,10.0,Brian Mahieu and David Burris,Murray,KY,United States,"Orchid Corsage,Katy's Blue,Emerald Eye,Capulina,citrina"
https://daylilydatabase.org/detail.php?id=158023&name=Primrose Moth,Primrose Moth,Mahieu-Burris,2007.0,24.0,4.0,Early-Midseason,Diploid,Dormant,,22.0,4.0,MB-18,light cream peach with primrose pink lavender eye above lemon lime throat,(Navajo Princess × Belladonna Starfish),https://daylilydatabase.org/AHSPhoto/P/Primrose_Moth.jpg,Unknown,Unusual FormSpatulate,None,,,1,10.0,Brian Mahieu and David Burris,Murray,KY,United States,"Belladonna Starfish,Navajo Princess"
